Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Crime type,Last outcome category,Context
e4805307b7eecd5aa37007cda975464a97fbc533055c5ee96a2ad71d2e3982b2,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.131997,52.225825,On or near Sports/Recreation Area,E01017975,Cambridge 001A,Bicycle theft,Investigation complete; no suspect identified,
ec9690808dab0e5f8cebf42659f4896502fda822da83efbfdfeb2e9551196cb1,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.138574,52.229842,On or near Beales Way,E01017977,Cambridge 001C,Bicycle theft,Investigation complete; no suspect identified,
95156e56fed981e16325f22344a693387c94e4d62f63a81de301a0e66f5e5214,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.136952,52.229908,On or near Supermarket,E01017977,Cambridge 001C,Bicycle theft,Investigation complete; no suspect identified,
27ca45a1fa2a8608abc1247aff71d1c791fae5d310cde30c7569a3b1404bc46f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127962,52.232381,On or near Apollo Way,E01017979,Cambridge 001E,Bicycle theft,Investigation complete; no suspect identified,
ea118f7b8d5f9b86f75e7f8f9cbc0d548bd44bb33837a7f4b9fe68531bcc9bbf,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127962,52.232381,On or near Apollo Way,E01017979,Cambridge 001E,Bicycle theft,Investigation complete; no suspect identified,
fc4aa118b961f8067eaf260b27795a6b775d4a31aacebe45ea2448399bc843f2,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.113198,52.216605,On or near Bermuda Road,E01017949,Cambridge 002A,Bicycle theft,Investigation complete; no suspect identified,
2cfa8bcb45025da96e2291c0573d210b9a7c8e8c35a0096388c9716981a8d858,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.115260,52.215021,On or near St Lukes Street,E01017950,Cambridge 002B,Bicycle theft,Investigation complete; no suspect identified,
f7002fc32e0f6e48431757a0e5d77b5edcbf87b9ed8b9e322e5261cb7df2206d,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.113290,52.220712,On or near Francis Darwin Court,E01017953,Cambridge 002E,Bicycle theft,Investigation complete; no suspect identified,
0982344e592daff7e165880abf3d89d5612a707af0cf6906a4e0d7a107fef347,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.149489,52.230552,On or near Parking Area,E01017971,Cambridge 003B,Bicycle theft,Investigation complete; no suspect identified,
77923ce7e5c53f2197e67c850abcea999caa7f215b6d94388a1dc754b6ca37c6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.149489,52.230552,On or near Parking Area,E01017971,Cambridge 003B,Bicycle theft,Investigation complete; no suspect identified,
6b5c1ec58df0257410e3524bd4d0fe13b14e318a8ada36d21edcbd6b63d861bb,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.147769,52.218579,On or near Water Street,E01017972,Cambridge 003C,Bicycle theft,Investigation complete; no suspect identified,
913f768995ed41fb6132e43e44f86b871bba478bed8cc7ed2c98f0eae8a56cf1,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.151804,52.220277,On or near Izaak Walton Way,E01017972,Cambridge 003C,Bicycle theft,Investigation complete; no suspect identified,
f7a7f31a87fa584e2714a250468fb2e4d82fcf24f4450f0ee19ae573c3c0430f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.144549,52.217990,On or near Ferry Lane,E01032802,Cambridge 003G,Bicycle theft,Investigation complete; no suspect identified,
e95db010285e017b9e29883b4f661c959687f4ed33946911ced01e35a6f558e2,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127399,52.222743,On or near Highfield Avenue,E01018007,Cambridge 004B,Bicycle theft,Investigation complete; no suspect identified,
a865b9e2573b01fab433bce65be3f3e55d17b4dcc6882b88c9c6de0dfcd51fdc,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.128176,52.218476,On or near Ascham Road,E01018007,Cambridge 004B,Bicycle theft,Investigation complete; no suspect identified,
a1123c748aa2e0d62ec74d06a255ef5f3431fbc2b429c4b300b2129a95a09a47,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134099,52.214385,On or near Montague Road,E01018008,Cambridge 004C,Bicycle theft,Investigation complete; no suspect identified,
4e33296afa10533840694eed90ebb847d4f272ac1c29c0efe7589cd6be29adb7,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118901,52.218310,On or near Garden Walk,E01018009,Cambridge 004D,Bicycle theft,Investigation complete; no suspect identified,
028ab7c0c43378f1b23586d4cae54950187527935f632419bc08f6ad68f73ab0,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.122481,52.216330,On or near Sports/Recreation Area,E01018009,Cambridge 004D,Bicycle theft,Investigation complete; no suspect identified,
7ade841102c99c216bf61f56d27f3a8c950a365b4a5ad21161c1cfc78d50c9cf,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127181,52.214510,On or near Supermarket,E01018009,Cambridge 004D,Bicycle theft,Court result unavailable,
bf7838242389cc3e5dfe44d888092091f5aa1935d93e60f6c57a1c09102fb8bc,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.133764,52.211055,On or near Pentlands Close,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
587706c7d5f591ce8b7d8796f086ecf5d1ff4e71468fc7899b2732303fe2ccd4,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129854,52.214399,On or near Hamilton Road,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
aa4b15003865e5bdd6edfcd55456163212161872915852b2ef521cf4bc2e3e93,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.136055,52.212138,On or near Cutter Ferry Close,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
773ac4ae26ec60c670585815ad50f54f22730fef0be72d05b7f0cf8ed7ca7b88,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.131582,52.213478,On or near De Freville Avenue,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
ebd3f4f58e6883111bc51ce32fca5a19b9c6dcc93cabcc6cd1f691ab968fa0f4,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129296,52.212206,On or near Banhams Close,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
817b3a8177aec319f2bbc0063c28cb7e12ab63b9de2d481c66b03f6d4fa9a58a,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.133922,52.213453,On or near Humberstone Road,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
9e3166414346dcdc0d3fc46abf82f4dedeeb9afc70a390aa283bd5688453b32b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.136055,52.212138,On or near Cutter Ferry Close,E01018010,Cambridge 004E,Bicycle theft,Investigation complete; no suspect identified,
a828576051d24e00e26066c510034e4394329ea8658a524a5e7df711d49b29a0,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.094850,52.223658,On or near Whitehouse Lane,E01017956,Cambridge 005B,Bicycle theft,Investigation complete; no suspect identified,
bae53175f0a517b6b488defb3c586ce5443cbad919c583307c13761ed96e80b6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.109268,52.214922,On or near Further/Higher Educational Building,E01017957,Cambridge 005C,Bicycle theft,Investigation complete; no suspect identified,
df26df56cdf0c555fe1417bd3d6be758a038f20435b639183500997950573b5c,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.117577,52.207112,On or near Further/Higher Educational Building,E01017958,Cambridge 005D,Bicycle theft,Investigation complete; no suspect identified,
72c9ce15c6d126569c87ea2cd46e76833548b578568ebb270f1126b3200380b9,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.113389,52.210460,On or near Northampton Street,E01017958,Cambridge 005D,Bicycle theft,Investigation complete; no suspect identified,
42c577fd7ae1e82c6d92f11e3500c34e093cac405c8507af01ddee1cc01d104c,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.103322,52.212699,On or near Further/Higher Educational Building,E01017958,Cambridge 005D,Bicycle theft,Investigation complete; no suspect identified,
68706b009536f022b4f4f3e36cf6785658494891dd79038c2681add6a996f2d4,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.105712,52.211541,On or near Madingley Road,E01017958,Cambridge 005D,Bicycle theft,Investigation complete; no suspect identified,
e75e0845aa3bbdfe3afdd4c3a512b4d286c2c9d1a0b7a894f4dc2be4221c9739,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.117577,52.207112,On or near Further/Higher Educational Building,E01017958,Cambridge 005D,Bicycle theft,Investigation complete; no suspect identified,
4e6a052e37737c0a2bd1c2e2289c5f5387ecc894165ab6aa071c250cf7138881,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.139562,52.208046,On or near Abbey Street,E01017943,Cambridge 006A,Bicycle theft,Investigation complete; no suspect identified,
a46b82347729b1b313bb48726529b390442552f90f4b2889cce9f8e587b0021f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.140839,52.208427,On or near Harvest Way,E01017943,Cambridge 006A,Bicycle theft,Investigation complete; no suspect identified,
e3eae98e477623d14b1e09066c9631ea07e3d46bc98bcc59b8e7105f5a079bc3,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.141613,52.209618,On or near Godesdone Road,E01017943,Cambridge 006A,Bicycle theft,Investigation complete; no suspect identified,
53e437da456e2f1f62926a343a7dea8a97decc0b65b44484eea9196d1d2b01fb,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.146839,52.210521,On or near Shopping Area,E01017943,Cambridge 006A,Bicycle theft,Investigation complete; no suspect identified,
67431504c291d7aa5088c7738c2b1b86ec74ef1f060e7b17396fd3f144756c01,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.148482,52.213648,On or near Garlic Row,E01017945,Cambridge 006C,Bicycle theft,Investigation complete; no suspect identified,
c1e7feff8761d8cf7a721acd386ece10ec790e144335723150a44d3fbb115e39,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.154116,52.212097,On or near Sports/Recreation Area,E01017945,Cambridge 006C,Bicycle theft,Investigation complete; no suspect identified,
f79720d01e1b37ef5ddedb7f36a4a70809374254efe727a4b7bf7598cffae207,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.147608,52.214329,On or near Grebe Court,E01017945,Cambridge 006C,Bicycle theft,Investigation complete; no suspect identified,
694cc494c78a78dede5f8949f628409fb08ce6dd542fbdc1c163dc11ea62ce8c,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.148482,52.213648,On or near Garlic Row,E01017945,Cambridge 006C,Bicycle theft,Investigation complete; no suspect identified,
5755c185767c421dc00821006ff205e8e76ea3b0d023bbcae217b16719a28083,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.148482,52.213648,On or near Garlic Row,E01017945,Cambridge 006C,Bicycle theft,Investigation complete; no suspect identified,
e51fdfdfb9f1e017f6186ab6b236e58682cdde8c29bff43c101bcfd77296731e,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.160838,52.212154,On or near Malden Close,E01017946,Cambridge 006D,Bicycle theft,Investigation complete; no suspect identified,
4084b6580da2409f13d5f9da04aba71d75760cdb12b7788567c9b7bb5887497d,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.161255,52.211391,On or near Rawlyn Close,E01017946,Cambridge 006D,Bicycle theft,Investigation complete; no suspect identified,
a9bed55185ba95e151aeb539d73987623fd04c73f0dd68d82ad54dc4971cd928,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.175143,52.217026,On or near Tiptree Close,E01017948,Cambridge 006F,Bicycle theft,Investigation complete; no suspect identified,
a9b481c109ecab63d06b164d42fe04d64b82b606184ec0731dd5df34fe4078f3,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.130556,52.207346,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
3a5859c8f5076582ed113d092450f0d12804737c03a8f516f0d40a1db90b0b23,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134365,52.207115,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
91976d45e1482414ca72f33ca781a7c9f0af92de8b1106d217ecaab32e5607bd,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132384,52.204561,On or near Adam And Eve Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
2aa07fdbbf8c421b68aac287b95ff8eeeab54899ba64a07ecafdd9b2bdcc31f1,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.131127,52.205825,On or near City Road,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
6f925890226f6f61b5cef6480eb362a22745c5533a822178e5648b37e7e11688,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.130556,52.207346,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Unable to prosecute suspect,
d6733d19d9b13e3367fe4219a0e16dd00f52554a19069e89e2272a94c6b62ecc,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129460,52.207069,On or near Fair Court,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
d86c9bf9f3cde4cb3e8b6e20957795921b7c41441590c801873a205a6743ea1b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.133810,52.207736,On or near Napier Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
97eb122440e48504d9c19408b3bbf0046f37ff352b9333a949eaa556d13f3f74,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132157,52.205626,On or near Paradise Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
b09730c9b99cf698d4632a1d0f29c8490f5bf469b80a6e24b0a30589301a581d,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134365,52.207115,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
318ce382c5e2054538d5ec9001c2b620174ddecb100f793e020bb93b28f2af8c,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
b5a55fc2c6d6a71cc5b05039e2e62ee26801c0ec25b91a59a6de2fa23a07abb8,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
5b44e01f72823841ac80a3737527d8284cfb54026ac9a219df024ed01f8d8b96,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132079,52.207660,On or near James Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
f28872cb831ebdd0f15b69ccae58f2fc1b50f6d119e545b8efc5e6231038bc2b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.130113,52.205735,On or near Eden Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
c4bcd9b0b7b4959c9563b841480c83961b607e26e8d909e0c30b35ee250e62f6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129601,52.205735,On or near Eden Street Backway,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
fd939d7e741bc896fc3ca8874916d9cd198971b89c1a9172533d9ea3c19cce7a,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134365,52.207115,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
1b7927806c789044f11c6ba6dcfdc12208f9de94b4c53a1cd06cb99b790d586d,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129460,52.207069,On or near Fair Court,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
cec33da6ccaa391070f9a4f8d4df8f98073335ae4a7eac017793f86ba20d7d6b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
0396931388349bef547f08bc5069b3242e6a214246a26e69ebb0443a314f458f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.130556,52.207346,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
01b28f67a500aaa540bf2776446564dcf94206f599f58cba20d25a7551a1b252,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
b9e71c6f8522c15a91a94c030a4c1ff39e864898bd493401efe4886b128ac744,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.132022,52.206168,On or near Shopping Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
b1787efb2cd0a3ac6c320c0adc9606099aa477b1ed450ca02440a4be01f6db33,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.135872,52.208311,On or near Sun Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
ad9a51d788d4ade7d2f9c6ed6e6807be0267536301eb48be0f6ad238b091470b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134365,52.207115,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
db72d6380ea5fab2d2b8f5d2ab9f59fe760a1cb68e7283ec5675352896e4014c,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129460,52.207069,On or near Fair Court,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
6677e5e1bed7faa510bb122cea782651aedb7fd907091539354e0ba09f6b76a6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129601,52.205735,On or near Eden Street Backway,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
9d2b8018f33bf025d726b2c793214c0b0c9ddf93168efa445a5d87a0310dcc12,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129601,52.205735,On or near Eden Street Backway,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
ae22d2d0faead4632edc94216087631131c3498b38ecf9c2cfc567381692642b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.135572,52.206347,On or near East Road,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
db4e1f81d1e1f8c89d3f05cb815e5aa08c984d8edf2e70e79e2a1a1ace2bcdeb,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.134365,52.207115,On or near Parking Area,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
410e680dcf1f6d1c30d63126ae1d1c67fe7ec346d0e415c59aa7ec67a43adc19,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
bb4bb96f40cc43e12536b05f6abeecafe86c30808563e91cfe0377e4d72bc2e7,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127920,52.204857,On or near Clarendon Street,E01017983,Cambridge 007C,Bicycle theft,Investigation complete; no suspect identified,
2ed66044e33f899d05e02637f9243a29e336eb2078103358ded082d914201cc5,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.105948,52.198580,On or near Champneys Walk,E01017985,Cambridge 007E,Bicycle theft,Investigation complete; no suspect identified,
7742106632931b339eab008ce5be2c110004e4722c89ac65d7c3cf6120e23736,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.104243,52.196263,On or near King'S Road,E01017985,Cambridge 007E,Bicycle theft,Investigation complete; no suspect identified,
6525f402ea4c6f238ae6f301560ee968a1875625b2692c91879d4ffafb240287,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.116260,52.202801,On or near Queens' Lane,E01017986,Cambridge 007F,Bicycle theft,Investigation complete; no suspect identified,
6da9bf829581b6f878ba7c41aac8713fef85d5a7b6bdd3d08bc46c9e2c7dae76,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.105563,52.200969,On or near Further/Higher Educational Building,E01017986,Cambridge 007F,Bicycle theft,Investigation complete; no suspect identified,
5ac76c0bdfbd9412d4dd99be075c198d917b22aac6a2ac755694937acacdcd37,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.116260,52.202801,On or near Queens' Lane,E01017986,Cambridge 007F,Bicycle theft,Investigation complete; no suspect identified,
75d2fb3176198a175a83251ab9b9c582f0da8b837ea10658e3bd08c54df163ed,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.116260,52.202801,On or near Queens' Lane,E01017986,Cambridge 007F,Bicycle theft,Investigation complete; no suspect identified,
942ff0d1f2bc7e2ccef88f5fedc1cb4ef64bd01776586e0bd6669240effe1481,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.114280,52.201164,On or near Silver Street,E01017986,Cambridge 007F,Bicycle theft,Investigation complete; no suspect identified,
613941e99fafb03e01141a644ca2c5f9877ef65db45175059cc7eeb4ecd5efb8,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.127190,52.207352,On or near Short Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
617c0929aecd65c8ac372653a8fe7c769b4da7e898d724ba0708611ccf60b6db,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.119789,52.204689,On or near Guildhall Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
02933e3fbe1e1e9117a313626eb43bc33326fcc98d22781c6619981e683e3030,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.119698,52.207074,On or near Supermarket,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
25e5aad11f330ac587f6dd5c58ad0267f2a1708b1b2493b06ed85e4d2a31ca4f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.125165,52.201418,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
61e7c73feaa4d6eb20594032ff2e0f7996d6e213385a6ad2b7d503b8e11a6c5a,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118261,52.203952,On or near Bene'T Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
44d39708369ee619fe02a2cae14d1bb6bbfb06765dc02983569a8eb0bda37844,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118701,52.208269,On or near Bridge Street,E01032797,Cambridge 007G,Bicycle theft,Court result unavailable,
68ebaaceecf5fe2cddf79da8c8ea11554c4ad821cf335231f0aa678be4bd07d8,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121326,52.204688,On or near Nightclub,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
7d850fd440595d77b5e43fa0067efe5786a6add5a1cfe373eabd183d6df96c85,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118701,52.208269,On or near Bridge Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
ead7769b3a82b25bf02fc88992b3da8a7b8a8e09cc2b6283d5c4f2dceebc970e,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.120673,52.198361,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
6f6d3af556cde8291e0e7d1a2add99ec4a76d7c90951b5f593f2ddc70e80ce61,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121531,52.202859,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
59e53b0b067988b365f432ca404bd86103b613baa2e1dc4c6beb3418c7714415,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118839,52.205632,On or near Petty Cury,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
5164325dfb5f84308dc70d2a7cdec87ea30ee7a8d675230f4d8086d41876396d,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129337,52.203285,On or near Parkside,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
117c17179a8ac51b71813a4a56859cb1797075ec7b05e15c84a2adbc48963174,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121509,52.198391,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
7b7ff2af0c187d3b90e4e24731801b6e1283a8f3c0cc4fe7d262a9e2c1a7ec94,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118701,52.208269,On or near Bridge Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
3adb78f91bbe54e8559881511d1d643db4867a30eac6ddaddcb250134fad3f3b,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118261,52.203952,On or near Bene'T Street,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
a09629962e2c99abf7bf0016beb478158b09838633fbeda5f753a902c89d8ba6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.119215,52.209231,On or near Parking Area,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
592b0a19bb9944c6e498cbbf0344a862dc3baf9a59de1dcb2b64dab764d2c3a9,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.118181,52.210266,On or near Thompson'S Lane,E01032797,Cambridge 007G,Bicycle theft,Unable to prosecute suspect,
708082df441b2ec18e3d6d67d2d8ab2db78256bc4c7e79ff99041c54bfc8a9ba,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.123160,52.202956,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
91b8420defd675363e2b83140d7d3acd0224e599a41d0e07d82fcdc345033c97,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.119698,52.207074,On or near Supermarket,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
178826039af9801ed9b8e93c8d59d7b8b76f75083259778f074644ce24a195f0,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.129337,52.203285,On or near Parkside,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
53d0e01411fd0c4fa058294d098ac5edfe7fce15809c082cd7facaa043b4689f,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.126325,52.203025,On or near Park Terrace,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
5b4c4f88f47ac19e6d883483edff94a912816da77839837c54e00238a397f772,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.119698,52.207074,On or near Supermarket,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
5e9ef381170b37ea853a80c38f8b71b778052b34aa9026165381d5bd6c7337a6,2014-09,Cambridgeshire Constabulary,Cambridgeshire Constabulary,0.121509,52.198391,On or near Further/Higher Educational Building,E01032797,Cambridge 007G,Bicycle theft,Investigation complete; no suspect identified,
